stage,layer,comparison,positions,full_logits_exact,top1_set_exact,top1_order_exact,top10_set_exact,top10_order_exact,top20_set_exact,top20_order_exact
Layer input residual/normalization,54,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,54,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,54,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,55,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,55,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,55,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,55,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,56,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,56,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,56,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,56,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,57,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,57,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,57,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,57,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,58,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,58,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,58,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,58,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,59,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,59,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,59,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,59,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,6,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,6,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,6,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,6,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,60,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,60,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,60,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,60,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,61,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,61,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,61,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,61,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,62,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,62,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,62,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,62,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,63,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,63,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,63,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,63,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,7,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,7,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,7,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,7,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,8,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,8,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,8,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,8,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,9,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,9,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Layer input residual/normalization,9,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Layer input residual/normalization,9,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,0,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,0,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,320,320,194,45,120,1
MLP SiLU and gating,0,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,0,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,1,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,1,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,197,37,115,0
MLP SiLU and gating,1,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,1,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,10,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,10,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,320,320,181,34,118,0
MLP SiLU and gating,10,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,10,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,11,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,11,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,185,43,112,1
MLP SiLU and gating,11,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,11,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,12,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,12,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,183,34,128,0
MLP SiLU and gating,12,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,12,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,13,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,13,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,181,38,136,0
MLP SiLU and gating,13,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,13,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,14,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,14,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,184,33,119,0
MLP SiLU and gating,14,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,14,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,15,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,15,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,186,34,108,0
MLP SiLU and gating,15,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,15,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,16,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,16,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,195,31,118,1
MLP SiLU and gating,16,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,16,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,17,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,17,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,199,34,113,0
MLP SiLU and gating,17,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,17,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,18,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,18,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,185,32,118,0
MLP SiLU and gating,18,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,18,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,19,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,19,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,184,42,125,1
MLP SiLU and gating,19,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,19,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,2,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,2,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,188,38,111,1
MLP SiLU and gating,2,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,2,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,20,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,20,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,190,33,124,1
MLP SiLU and gating,20,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,20,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,21,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,21,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,193,36,110,0
MLP SiLU and gating,21,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,21,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,22,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,22,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,184,33,110,0
MLP SiLU and gating,22,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,22,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,23,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,23,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,320,320,195,40,113,1
MLP SiLU and gating,23,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,23,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,24,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,24,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,192,41,115,0
MLP SiLU and gating,24,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,24,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,25,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,25,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,191,32,113,1
MLP SiLU and gating,25,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,25,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,26,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,26,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,202,50,107,0
MLP SiLU and gating,26,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,26,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,27,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,27,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,198,36,136,0
MLP SiLU and gating,27,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,27,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,28,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,28,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,198,41,119,3
MLP SiLU and gating,28,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,28,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,29,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,29,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,201,37,124,2
MLP SiLU and gating,29,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,29,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,3,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,3,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,177,33,122,0
MLP SiLU and gating,3,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,3,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,30,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,30,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,193,46,112,0
MLP SiLU and gating,30,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,30,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,31,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,31,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,191,41,127,2
MLP SiLU and gating,31,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,31,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,32,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,32,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,216,34,117,0
MLP SiLU and gating,32,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,32,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,33,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,33,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,197,42,128,0
MLP SiLU and gating,33,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,33,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,34,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,34,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,317,317,201,40,133,0
MLP SiLU and gating,34,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,34,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,35,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,35,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,207,53,122,2
MLP SiLU and gating,35,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,35,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,36,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,36,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,200,43,126,0
MLP SiLU and gating,36,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,36,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,37,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,37,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,205,43,128,0
MLP SiLU and gating,37,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,37,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,38,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,38,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,210,49,129,0
MLP SiLU and gating,38,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,38,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,39,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,39,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,211,38,126,1
MLP SiLU and gating,39,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,39,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,4,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,4,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,190,35,108,1
MLP SiLU and gating,4,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,4,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,40,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,40,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,206,46,131,1
MLP SiLU and gating,40,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,40,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,41,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,41,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,213,49,132,0
MLP SiLU and gating,41,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,41,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,42,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,42,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,213,41,128,1
MLP SiLU and gating,42,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,42,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,43,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,43,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,214,39,128,0
MLP SiLU and gating,43,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,43,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,44,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,44,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,208,47,134,0
MLP SiLU and gating,44,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,44,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,45,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,45,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,218,35,145,3
MLP SiLU and gating,45,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,45,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,46,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,46,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,198,43,126,1
MLP SiLU and gating,46,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,46,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,47,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,47,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,225,46,144,0
MLP SiLU and gating,47,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,47,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,48,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,48,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,231,68,148,2
MLP SiLU and gating,48,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,48,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,49,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,49,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,209,57,145,1
MLP SiLU and gating,49,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,49,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,5,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,5,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,196,42,120,0
MLP SiLU and gating,5,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,5,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,50,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,50,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,224,60,141,0
MLP SiLU and gating,50,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,50,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,51,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,51,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,228,51,153,0
MLP SiLU and gating,51,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,51,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,52,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,52,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,229,56,167,3
MLP SiLU and gating,52,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,52,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,53,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,53,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,235,72,163,3
MLP SiLU and gating,53,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,53,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,54,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,54,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,243,76,178,4
MLP SiLU and gating,54,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,54,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,55,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,55,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,234,88,186,3
MLP SiLU and gating,55,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,55,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,56,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,56,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,237,84,168,4
MLP SiLU and gating,56,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,56,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,57,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,57,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,319,319,256,93,187,3
MLP SiLU and gating,57,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,57,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,58,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,58,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,318,318,238,82,188,7
MLP SiLU and gating,58,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,58,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
MLP SiLU and gating,59,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
MLP SiLU and gating,59,Fix 1 compiled M8 vs Fix 1 eager M8,320,0,320,320,240,100,185,12
MLP SiLU and gating,59,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
